sample_id,group_id,image_path,mask_path,label,class_name,defect_type,grouping_method
47923109cc149931cfda,phash:47923109cc149931cfda,candle/Data/Images/Normal/0011.JPG,,0,candle,Normal,perceptual_hash
7657c8a7769aadd58e8f,phash:7657c8a7769aadd58e8f,candle/Data/Images/Normal/0013.JPG,,0,candle,Normal,perceptual_hash
2f8a0620f87f221426c0,phash:2f8a0620f87f221426c0,candle/Data/Images/Normal/0016.JPG,,0,candle,Normal,perceptual_hash
5f583633556107d34ef9,phash:5f583633556107d34ef9,candle/Data/Images/Normal/0024.JPG,,0,candle,Normal,perceptual_hash
ed2beab2480d1d12a3ca,phash:ed2beab2480d1d12a3ca,candle/Data/Images/Normal/0026.JPG,,0,candle,Normal,perceptual_hash
eb983b6e10ada689118c,phash:eb983b6e10ada689118c,candle/Data/Images/Normal/0027.JPG,,0,candle,Normal,perceptual_hash
2385c90a0d16d60137e6,phash:2385c90a0d16d60137e6,candle/Data/Images/Normal/0046.JPG,,0,candle,Normal,perceptual_hash
53e98011985fb2432c25,phash:53e98011985fb2432c25,candle/Data/Images/Normal/0100.JPG,,0,candle,Normal,perceptual_hash
c17818b220ca6b153a3c,phash:c17818b220ca6b153a3c,candle/Data/Images/Normal/0107.JPG,,0,candle,Normal,perceptual_hash
9d83e87459859a655525,phash:9d83e87459859a655525,candle/Data/Images/Normal/0159.JPG,,0,candle,Normal,perceptual_hash
5674d3461179e229c6a0,phash:5674d3461179e229c6a0,candle/Data/Images/Normal/0168.JPG,,0,candle,Normal,perceptual_hash
d004dfa46c7ab367330c,phash:d004dfa46c7ab367330c,candle/Data/Images/Normal/0172.JPG,,0,candle,Normal,perceptual_hash
07d7ae2222e9eb9bef06,phash:07d7ae2222e9eb9bef06,candle/Data/Images/Normal/0174.JPG,,0,candle,Normal,perceptual_hash
1cdac8069cec1cb6907d,phash:1cdac8069cec1cb6907d,candle/Data/Images/Normal/0196.JPG,,0,candle,Normal,perceptual_hash
b61fb70d9d4d01205750,phash:b61fb70d9d4d01205750,candle/Data/Images/Normal/0237.JPG,,0,candle,Normal,perceptual_hash
f3a452f57c129ec64ca9,phash:f3a452f57c129ec64ca9,candle/Data/Images/Normal/0261.JPG,,0,candle,Normal,perceptual_hash
cbb65cfea143bf9d10bb,phash:cbb65cfea143bf9d10bb,candle/Data/Images/Normal/0286.JPG,,0,candle,Normal,perceptual_hash
914110108c66d51c4685,phash:914110108c66d51c4685,candle/Data/Images/Normal/0294.JPG,,0,candle,Normal,perceptual_hash
6a26ad6415aad2d6a442,phash:53229b64fc667b985644,candle/Data/Images/Normal/0297.JPG,,0,candle,Normal,perceptual_hash
899c1b8903535428abb1,phash:899c1b8903535428abb1,candle/Data/Images/Normal/0303.JPG,,0,candle,Normal,perceptual_hash
f4e386b5f43b9abfe01c,phash:f4e386b5f43b9abfe01c,candle/Data/Images/Normal/0306.JPG,,0,candle,Normal,perceptual_hash
a7f43497018ad7ccab83,phash:a7f43497018ad7ccab83,candle/Data/Images/Normal/0320.JPG,,0,candle,Normal,perceptual_hash
320b109431cea6072c1f,phash:320b109431cea6072c1f,candle/Data/Images/Normal/0333.JPG,,0,candle,Normal,perceptual_hash
53229b64fc667b985644,phash:53229b64fc667b985644,candle/Data/Images/Normal/0363.JPG,,0,candle,Normal,perceptual_hash
95598c8db15e3b0ec26d,phash:95598c8db15e3b0ec26d,candle/Data/Images/Normal/0377.JPG,,0,candle,Normal,perceptual_hash
76d11823f60c8ec3a2a3,phash:76d11823f60c8ec3a2a3,candle/Data/Images/Normal/0394.JPG,,0,candle,Normal,perceptual_hash
214a657e83e94d2a2827,phash:214a657e83e94d2a2827,candle/Data/Images/Normal/0400.JPG,,0,candle,Normal,perceptual_hash
0c013a2b53302f22b5cd,phash:0c013a2b53302f22b5cd,candle/Data/Images/Normal/0417.JPG,,0,candle,Normal,perceptual_hash
f91305ca087bde8183f6,phash:f91305ca087bde8183f6,candle/Data/Images/Normal/0427.JPG,,0,candle,Normal,perceptual_hash
e0e23bfab582147d442d,phash:e0e23bfab582147d442d,candle/Data/Images/Normal/0469.JPG,,0,candle,Normal,perceptual_hash
f7cf8ba9f04171e55aa9,phash:f7cf8ba9f04171e55aa9,candle/Data/Images/Normal/0479.JPG,,0,candle,Normal,perceptual_hash
21abdca6aa39e7d0115f,phash:21abdca6aa39e7d0115f,candle/Data/Images/Normal/0483.JPG,,0,candle,Normal,perceptual_hash
e485388a04184c0a98bc,phash:e485388a04184c0a98bc,candle/Data/Images/Normal/0484.JPG,,0,candle,Normal,perceptual_hash
c47c28ada14f607c79dd,phash:c47c28ada14f607c79dd,candle/Data/Images/Normal/0488.JPG,,0,candle,Normal,perceptual_hash
807ca67df72e938d480e,phash:807ca67df72e938d480e,candle/Data/Images/Normal/0490.JPG,,0,candle,Normal,perceptual_hash
63c7a0a22e8d8e9abaab,phash:63c7a0a22e8d8e9abaab,candle/Data/Images/Normal/0514.JPG,,0,candle,Normal,perceptual_hash
909a286f9807fad38e93,phash:909a286f9807fad38e93,candle/Data/Images/Normal/0518.JPG,,0,candle,Normal,perceptual_hash
c46ad9cbd0e6bcf97e8c,phash:c46ad9cbd0e6bcf97e8c,candle/Data/Images/Normal/0520.JPG,,0,candle,Normal,perceptual_hash
05aa07aaf5f03fba64c3,phash:05aa07aaf5f03fba64c3,candle/Data/Images/Normal/0525.JPG,,0,candle,Normal,perceptual_hash
5a6470ffecae8626c7e0,phash:5a6470ffecae8626c7e0,candle/Data/Images/Normal/0545.JPG,,0,candle,Normal,perceptual_hash
e25f87fdfec5855e67c5,phash:e25f87fdfec5855e67c5,candle/Data/Images/Normal/0552.JPG,,0,candle,Normal,perceptual_hash
bbf220d8e1ee556d27a5,phash:bbf220d8e1ee556d27a5,candle/Data/Images/Normal/0569.JPG,,0,candle,Normal,perceptual_hash
923428e403cbde5875c2,phash:923428e403cbde5875c2,candle/Data/Images/Normal/0615.JPG,,0,candle,Normal,perceptual_hash
839fc7b516c6e70028bf,phash:839fc7b516c6e70028bf,candle/Data/Images/Normal/0621.JPG,,0,candle,Normal,perceptual_hash
0e49b50e4302357513f5,phash:0e49b50e4302357513f5,candle/Data/Images/Normal/0629.JPG,,0,candle,Normal,perceptual_hash
b7382902c3b00578be7c,phash:b7382902c3b00578be7c,candle/Data/Images/Normal/0648.JPG,,0,candle,Normal,perceptual_hash
b8caeb4357b174eca2ab,phash:b8caeb4357b174eca2ab,candle/Data/Images/Normal/0654.JPG,,0,candle,Normal,perceptual_hash
823ffa6ba2cecdad90cb,phash:823ffa6ba2cecdad90cb,candle/Data/Images/Normal/0657.JPG,,0,candle,Normal,perceptual_hash
1bc8c66055ac061375f1,phash:1bc8c66055ac061375f1,candle/Data/Images/Normal/0674.JPG,,0,candle,Normal,perceptual_hash
4a8661aa178373954ad5,phash:4a8661aa178373954ad5,candle/Data/Images/Normal/0684.JPG,,0,candle,Normal,perceptual_hash
883abca84f2debee7ed7,phash:883abca84f2debee7ed7,candle/Data/Images/Normal/0685.JPG,,0,candle,Normal,perceptual_hash
bc53494e231a2f338681,phash:bc53494e231a2f338681,candle/Data/Images/Normal/0688.JPG,,0,candle,Normal,perceptual_hash
5416660b42a1dcf09144,phash:5416660b42a1dcf09144,candle/Data/Images/Normal/0690.JPG,,0,candle,Normal,perceptual_hash
0ee03944f84ed5d72b42,phash:0ee03944f84ed5d72b42,candle/Data/Images/Normal/0694.JPG,,0,candle,Normal,perceptual_hash
0eebca93a415c26e5378,phash:0eebca93a415c26e5378,candle/Data/Images/Normal/0705.JPG,,0,candle,Normal,perceptual_hash
f7bc3f73a7fe94404d8a,phash:f7bc3f73a7fe94404d8a,candle/Data/Images/Normal/0725.JPG,,0,candle,Normal,perceptual_hash
bfe7c118b07b24329311,phash:bfe7c118b07b24329311,candle/Data/Images/Normal/0730.JPG,,0,candle,Normal,perceptual_hash
db228cc9fcb7838b71b5,phash:db228cc9fcb7838b71b5,candle/Data/Images/Normal/0739.JPG,,0,candle,Normal,perceptual_hash
885f34332b3228cdd65b,phash:885f34332b3228cdd65b,candle/Data/Images/Normal/0751.JPG,,0,candle,Normal,perceptual_hash
be07c6593e383a133232,phash:be07c6593e383a133232,candle/Data/Images/Normal/0755.JPG,,0,candle,Normal,perceptual_hash
855fffe34d760f1d2e60,phash:855fffe34d760f1d2e60,candle/Data/Images/Normal/0768.JPG,,0,candle,Normal,perceptual_hash
9e3eb588e827994b5b67,phash:9e3eb588e827994b5b67,candle/Data/Images/Normal/0779.JPG,,0,candle,Normal,perceptual_hash
d08c5f2518906814b31a,phash:d08c5f2518906814b31a,candle/Data/Images/Normal/0784.JPG,,0,candle,Normal,perceptual_hash
489e64781200a40c6e42,phash:489e64781200a40c6e42,candle/Data/Images/Normal/0790.JPG,,0,candle,Normal,perceptual_hash
