epoch,batch,parameter_group,pre_projection_cls_grad_norm,pre_projection_seg_grad_norm,pre_projection_cosine,post_projection_cls_grad_norm,post_projection_seg_grad_norm,post_projection_cosine,final_combined_grad_norm,projection_applied,number_of_parameters,number_of_valid_gradient_tensors
1,0,shared_image_lora,0.011085720732808113,0.0009059146977961063,0.034360382705926895,0.011085720732808113,0.0009059146977961063,0.034360382705926895,0.011153655126690865,False,27,27
1,1,shared_image_lora,0.01918419636785984,1.1872775554656982,-0.16860786080360413,0.01890954002737999,1.1702795028686523,0.16860787570476532,1.17361581325531,True,27,27
1,2,shared_image_lora,0.013108581304550171,0.5931746363639832,0.01968539133667946,0.013108581304550171,0.5931746363639832,0.01968539133667946,0.5935773849487305,False,27,27
2,0,shared_image_lora,0.03881974518299103,0.002880093641579151,0.19316542148590088,0.03881974518299103,0.002880093641579151,0.19316542148590088,0.03947734832763672,False,27,27
2,1,shared_image_lora,0.011224832385778427,0.00014888920122757554,-0.12158768624067307,0.011141551658511162,0.00014778455079067498,0.12158218771219254,0.011160483583807945,True,27,27
2,2,shared_image_lora,0.021773533895611763,1.4087656736373901,0.19653314352035522,0.021773533895611763,1.4087656736373901,0.19653314352035522,1.4132062196731567,False,27,27
3,0,shared_image_lora,0.04793192818760872,0.0009848076151683927,0.14236997067928314,0.04793192818760872,0.0009848076151683927,0.14236997067928314,0.04808201640844345,False,27,27
3,1,shared_image_lora,0.09968136250972748,0.00023556940141133964,0.3263770043849945,0.09968136250972748,0.00023556940141133964,0.3263770043849945,0.09975850582122803,False,27,27
3,2,shared_image_lora,0.12707191705703735,0.25869783759117126,0.6129568815231323,0.12707191705703735,0.25869783759117126,0.6129568815231323,0.35124295949935913,False,27,27
4,0,shared_image_lora,0.048828620463609695,0.0007937171612866223,-0.01724972017109394,0.048821352422237396,0.0007935991161502898,0.017249684780836105,0.04884148761630058,True,27,27
4,1,shared_image_lora,0.025864996016025543,0.00022720391280017793,0.49920710921287537,0.025864996016025543,0.00022720391280017793,0.49920710921287537,0.025979163125157356,False,27,27
4,2,shared_image_lora,0.06238574534654617,0.18860819935798645,0.0623919740319252,0.06238574534654617,0.18860819935798645,0.0623919740319252,0.20231978595256805,False,27,27
5,0,shared_image_lora,0.03741173446178436,0.001527773798443377,0.01989295706152916,0.03741173446178436,0.001527773798443377,0.01989295706152916,0.03747326880693436,False,27,27
5,1,shared_image_lora,0.13038554787635803,0.0011260730680078268,-0.37364304065704346,0.12094204872846603,0.0010445143561810255,0.3736427426338196,0.1213361918926239,True,27,27
5,2,shared_image_lora,0.04738245904445648,0.08826371282339096,0.08294285833835602,0.04738245904445648,0.08826371282339096,0.08294285833835602,0.10358252376317978,False,27,27
6,0,shared_image_lora,0.13789989054203033,0.0006300490931607783,0.719886302947998,0.13789989054203033,0.0006300490931607783,0.719886302947998,0.1383541375398636,False,27,27
6,1,shared_image_lora,0.032200973480939865,5.640892413794063e-05,-0.04959072545170784,0.03216135501861572,5.6339518778258935e-05,0.04957513511180878,0.03216419368982315,True,27,27
6,2,shared_image_lora,0.07563914358615875,0.11530113965272903,-0.22107277810573578,0.07376763224601746,0.11244827508926392,0.22107280790805817,0.14749202132225037,True,27,27
7,0,shared_image_lora,0.10551770031452179,0.0020452782046049833,0.5097046494483948,0.10551770031452179,0.0020452782046049833,0.5097046494483948,0.10657472163438797,False,27,27
7,1,shared_image_lora,0.12844999134540558,0.001101075322367251,-0.3925376534461975,0.1181400716304779,0.0010126985143870115,0.39253732562065125,0.11854124814271927,True,27,27
7,2,shared_image_lora,0.03128821775317192,0.11291699856519699,-0.20226742327213287,0.030641499906778336,0.11058304458856583,0.20226740837097168,0.12057466059923172,True,27,27
8,0,shared_image_lora,0.0799025446176529,0.007811166811734438,0.7057530879974365,0.0799025446176529,0.007811166811734438,0.7057530879974365,0.08559437096118927,False,27,27
8,1,shared_image_lora,0.13026829063892365,9.793080243980512e-05,-0.32700327038764954,0.12310655415058136,9.254687756765634e-05,0.3269692361354828,0.12313684076070786,True,27,27
8,2,shared_image_lora,0.03660624474287033,0.044743362814188004,-0.20921677350997925,0.03579612076282501,0.043753158301115036,0.20921677350997925,0.06205682083964348,True,27,27
9,0,shared_image_lora,1.3175431489944458,0.03379521518945694,0.9465126991271973,1.3175431489944458,0.03379521518945694,0.9465126991271973,1.3495748043060303,False,27,27
9,1,shared_image_lora,0.09802776575088501,0.0001526910054963082,-0.063942089676857,0.09782715886831284,0.00015237854677252471,0.06393933296203613,0.09783702343702316,True,27,27
9,2,shared_image_lora,0.05110824108123779,0.14893648028373718,-0.4126596450805664,0.04655374586582184,0.13566404581069946,0.4126597046852112,0.16057530045509338,True,27,27
10,0,shared_image_lora,0.12292671948671341,0.06418497860431671,0.6438546180725098,0.12292671948671341,0.06418497860431671,0.6438546180725098,0.17143738269805908,False,27,27
10,1,shared_image_lora,0.13166047632694244,0.00031569707789458334,0.0801660493016243,0.13166047632694244,0.00031569707789458334,0.0801660493016243,0.13168616592884064,False,27,27
10,2,shared_image_lora,0.06030542775988579,0.1265183687210083,-0.43775948882102966,0.054220136255025864,0.11375165730714798,0.43775954842567444,0.14587372541427612,True,27,27
11,0,shared_image_lora,0.08512186259031296,0.00048507258179597557,0.2848608195781708,0.08512186259031296,0.00048507258179597557,0.2848608195781708,0.08526130765676498,False,27,27
11,1,shared_image_lora,0.13581672310829163,0.00013405321806203574,0.22316701710224152,0.13581672310829163,0.00013405321806203574,0.22316701710224152,0.13584670424461365,False,27,27
11,2,shared_image_lora,0.06693584471940994,0.087917260825634,-0.11056233942508698,0.06652547419071198,0.08737825602293015,0.11056233942508698,0.1155247613787651,True,27,27
12,0,shared_image_lora,0.13232386112213135,0.001576277194544673,0.27311375737190247,0.13232386112213135,0.001576277194544673,0.27311375737190247,0.13276302814483643,False,27,27
12,1,shared_image_lora,0.06728444993495941,0.00012873171363025904,0.14993882179260254,0.06728444993495941,0.00012873171363025904,0.14993882179260254,0.06730388104915619,False,27,27
12,2,shared_image_lora,0.05925767496228218,0.08330728113651276,-0.09757611900568008,0.05897490307688713,0.08290974795818329,0.0975760892033577,0.1063309907913208,True,27,27
13,0,shared_image_lora,0.17533521354198456,0.03604605793952942,0.3443041443824768,0.17533521354198456,0.03604605793952942,0.3443041443824768,0.19077174365520477,False,27,27
13,1,shared_image_lora,0.13801263272762299,0.0003589074476622045,0.4351462721824646,0.13801263272762299,0.0003589074476622045,0.4351462721824646,0.13816918432712555,False,27,27
13,2,shared_image_lora,0.07903075963258743,0.07848259806632996,-0.1350087672472,0.07830718904733658,0.07776404172182083,0.13500873744487762,0.11757350713014603,True,27,27
14,0,shared_image_lora,0.18629296123981476,0.3727307915687561,0.10981909930706024,0.18629296123981476,0.3727307915687561,0.10981909930706024,0.4346083104610443,False,27,27
14,1,shared_image_lora,0.09268933534622192,0.0003174847224727273,-0.13026174902915955,0.09189958870410919,0.00031477963784709573,0.13026046752929688,0.09194111824035645,True,27,27
14,2,shared_image_lora,0.06700501590967178,0.09609910845756531,-0.30369657278060913,0.06384029239416122,0.0915602296590805,0.30369651317596436,0.12652751803398132,True,27,27
15,0,shared_image_lora,0.1957276314496994,0.43621426820755005,0.2571505606174469,0.1957276314496994,0.43621426820755005,0.2571505606174469,0.5220180153846741,False,27,27
15,1,shared_image_lora,0.15708112716674805,0.00010174467752221972,0.05230508744716644,0.15708112716674805,0.00010174467752221972,0.05230508744716644,0.15708649158477783,False,27,27
